Gene names,ratio,P
GIPC2,0.905043561,0.159756331
NOC3L,1.008835754,0.944805593
SCFD2,0.986273936,0.585696691
SMAP2,1.005845606,0.94583225
ZC3H15,0.970708866,0.409862757
PPIL4,0.999435601,0.862923973
GTF3C2,0.985941725,0.584159996
PHF10,0.725475972,0.900540733
FAM172A,1.055825501,0.406729438
TGFBRAP1,1.018128198,0.889802052
TMEM263,1.038625201,0.751543208
STYX,1.10655662,0.066532165
CEMIP,0.948304825,0.069740053
PTPMT1,0.937089161,0.451045534
NUP133,0.959845429,0.010054936
PDCD6IP,1.01384915,0.782809272
SLC20A1,0.838818378,0.016671508
UBTD2;UBTD1,0.996768275,0.847136433
CACTIN,0.878308458,0.500747424
GATAD1,1.024187492,0.775637609
BRK1,1.038614953,0.20744486
CHMP7,0.999280226,0.865987544
THEM6,1.078516912,0.074919656
NAT14,1.021214554,0.850011942
NSMCE1,0.907143198,0.020225964
PHLDA1,1.137296906,0.121109995
SNX33,0.997165245,0.76127355
LEO1,0.951923965,0.113447442
NUDCD2,0.962104955,0.130545785
SNRNP27,0.992372503,0.824082518
TFB1M,0.908931814,0.132468591
STAG1;DKFZp781D1416,0.977345225,0.672356514
C7orf43,0.948825052,0.363199414
TRAPPC12;CGI-87,0.97783936,0.410127743
C4orf3,0.946881057,0.049949207
FAR1,0.970251419,0.573925096
UBLCP1,0.905891658,0.080012646
PCNP,0.994950863,0.262982183
DNAJA4,1.063737891,0.070298936
C2orf47,0.908935719,0.068263597
TRUB1,0.893977957,0.5836354
SLC44A1,1.042982004,0.459680062
ATXN2L,1.004034342,0.935849265
PHIP,1.014320119,0.795973846
RTN4IP1,1.027501327,0.673395508
PRPF31,1.041051559,0.047909485
SREK1,0.968664431,0.794087907
PSPC1,1.038410218,0.284331339
RSAD2,4.311844322,4.66381E-05
ACOT11,0.895798408,0.078603596
MUC16,0.972687372,0.631956722
GATAD2B,0.985374395,0.292926884
DNAJC9,0.970732875,0.328648462
SSH1,1.066501882,0.691459
AHCTF1,0.881035551,0.197591383
DGCR8,0.993257783,0.528582509
OVCA2,0.9781916,0.33208401
LZIC,1.020951158,0.84582189
IRGQ,1.018407006,0.826169523
SLC39A7,1.033913794,0.721419187
HSD17B8,0.970649856,0.503444116
FAM3C,1.004054548,0.92228941
H1FX,1.195948014,0.160015261
PSMF1,1.06799366,0.568493406
RTF1,0.971105315,0.129046909
NCSTN,1.136766649,0.131889288
TMEM131,1.008165932,0.976063992
RGP1,0.806039763,0.266790648
ELMO1,0.979711096,0.61090414
AP3S1,0.962107079,0.228040601
UBXN4,1.087466085,0.198048738
PHF3,0.917457986,0.57037124
NDRG1,1.081714037,0.120524464
HSPH1,1.025771532,0.279428834
RQCD1,0.982176492,0.530838429
LPGAT1,0.97669744,0.644513567
DOCK2,0.994155057,0.280630535
TBC1D5,0.969143884,0.134773637
EDEM1,1.160634599,0.015249742
LARP4B,1.067828116,0.082322024
GCN1L1,0.973832431,0.041396393
ZNF516,0.956798919,0.265878084
HMHA1,1.018238348,0.79712066
DHX38,0.972531979,0.226476025
NUP205,0.938057245,0.03551149
NSMAF,0.944400095,0.568258432
PIGK,0.971432943,0.545141743
MRPS31,0.992546113,0.668371759
AKAP1,0.927625994,0.288846408
NRGN,0.764236767,0.002698616
ANP32B,1.082182672,0.104843915
PVRL2,1.022670389,0.64107646
RABGGTA,0.99418554,0.154404533
PRCC,0.994618972,0.578341918
ARPC1A,1.009537354,0.963925627
HDAC2,0.97843206,0.351833812
STAM,0.984174801,0.239267668
CREBBP,0.9631668,0.38457004
SYMPK,0.968836323,0.131770995
TAF15,0.967160929,0.892377203
GOLGA1,1.071699491,0.249245302
GGH,0.976265273,0.441137712
INPP5D,1.045918829,0.033081766
KIFAP3,1.199346462,0.392727514
CASP10,1.146555507,0.08488192
NEO1,0.814775931,0.325525607
RAD50,1.059640234,0.257745787
OSTF1,1.056541993,0.085427746
UFD1L,1.040016434,0.705672057
GLG1,1.015288815,0.54343173
UPF1,1.01234467,0.88361298
COPS5,0.925513066,0.059308883
GPKOW,0.968294959,0.189742419
SMARCC1,0.986613104,0.686358713
RAB8B,1.117641247,0.068710729
GCDH,0.944635244,0.218050038
PRG4,0.969050488,0.375465887
PEX13,0.988984117,0.796771052
TNPO1,1.129350556,0.040348356
EMG1,0.939027137,0.176730869
NINJ1,1.0930628,0.343562115
GLMN,0.957350027,0.041906632
DVL3,1.068960431,0.698306543
USP9X,0.952541014,0.001609353
USP7,0.981323783,0.048764724
CUL5,0.994044712,0.624164805
ATP6V0A1,0.899318165,0.004868861
LPP,0.939997397,0.04131928
HIST1H2AC;HIST3H2A;HIST1H2AB,1.836172352,0.080614593
ATP2A3,1.027252572,0.588304656
PHKB,0.981929975,0.792920139
SCAMP4,0.912820078,0.250279767
TSR2,0.818053138,0.166826609
GTF3C6,0.99375998,0.718787851
MYDGF,1.152658182,0.011702111
YIPF5,1.099528416,0.03556409
TOP1MT,0.947098359,0.930911822
RPL36AL,1.075633978,0.2824478
RAB24,1.029907157,0.813158591
ZNF622,1.08424542,0.146070006
GFM2,0.971452828,0.573003864
FBXW5,0.984597667,0.619871641
PSMG2,0.931058406,0.172393792
NCLN,0.999501687,0.927137442
RILPL2,1.031280303,0.365325521
ERGIC1,1.043680689,0.426501784
CIRH1A,0.96512161,0.141666288
GTPBP3,1.044002251,0.48804331
TBRG4,0.916007974,0.000934369
HIST1H2BA,1.055692905,0.475853911
CCDC47,1.007280572,0.985123036
MRPL24,1.037582935,0.475454026
SYAP1,1.016016019,0.814627038
EXOC4,0.981803026,0.334934776
RFT1,0.929783893,0.262456473
ISOC2,1.212176384,0.112068128
FERMT2,0.970508937,0.388796037
PNPLA2,1.005138299,0.860326971
FUBP1,1.027638804,0.689281885
SLC25A46,0.98358957,0.662580235
LRRC59,1.046860024,0.525664167
RAB7B,0.987017815,0.773799422
VTI1A,0.918548499,0.007852784
PBXIP1,0.97566203,0.564953452
KIAA1143,0.871015061,0.248160218
RPE;RPEL1,0.987672793,0.838090559
C18orf25,1.106802321,0.060766227
EXOSC8,1.063120002,0.448244066
AKT1S1,1.006560156,0.980598056
TOMM6,1.095495475,0.251847011
USP25,1.0649779,0.329678383
SH3KBP1,0.986764613,0.331111417
RNF25,0.906426071,0.142449268
PINX1,0.883473009,0.04074749
ARL8A,1.083628695,0.010633888
OTULIN,1.009367382,0.960474948
CCDC127,1.089494689,0.066617929
SGK3,1.101497611,0.164041301
COA7,0.989940044,0.791062924
PTER,1.035040275,0.359805478
MOB3A,1.057959354,0.137805485
DOCK10,0.966099222,0.012563557
ATG2B,0.879922399,0.051062056
FAM136A,0.933546157,0.026429189
DHX58,1.476076387,0.112301285
EFHD2,1.026322337,0.31122495
GALM,1.178454298,0.120272341
DCPS,1.001652275,0.876002058
PPP1R14B,1.188387259,0.008104518
NSUN4,0.997494484,0.772657229
FBXL8,0.876670252,0.538124612
PPCDC,0.957900617,0.130927627
RPUSD4,0.911559419,0.009610228
ACSF2,1.013830666,0.908913465
ISOC1,0.942740584,0.009337783
GCC1,1.000700006,0.754230921
HAUS1,0.984935461,0.691148917
FAF2,1.081732815,0.149881048
CCDC124,0.956858805,0.139441094
FOXRED1,0.936680986,0.243404903
OPTN,1.188593225,0.082838471
TUBGCP3,1.001784541,0.864427169
KCTD12,0.969648105,0.253336891
NMD3,0.890875752,0.031688802
REPS1,0.996154776,0.872845246
DNAJC19,1.034859093,0.358590205
RMDN1,0.991253766,0.443619786
NUDT16,0.932719278,0.000416841
ANAPC16,1.041800986,0.700492819
SNRNP40;DKFZp434D199,1.01593262,0.811859359
MTFMT,1.074383108,0.67362294
STARD4,0.980381927,0.530803379
MRPL38,1.091959878,0.104791992
ERLEC1,1.117615823,0.031133432
MRRF,1.068294766,0.012348815
SMIM19,1.043235572,0.300446573
NUS1,0.999198742,0.880290983
MTERF3,0.973289873,0.51439651
RBMXL1,1.046777682,0.059458573
SIRT1,0.959951674,0.292430588
YIPF6,1.023108268,0.865177995
SEH1L,1.03955617,0.596463871
MALSU1,0.834682716,0.046556987
KTI12,0.995683097,0.20751651
MRPS24,0.938962633,0.015541097
MRPL53,0.975112698,0.901947789
L3HYPDH,0.970513927,0.19032046
C19orf60,1.006312616,0.948575177
RNF31,1.142246764,0.056885377
SGTB,1.054475173,0.135747842
SAAL1,0.943974532,0.182403234
RRP36,1.073362359,0.618213452
RBM33,1.027529798,0.606892626
DNAJA3,1.012215399,0.907232159
MVB12A,0.967349077,0.467105709
PTCD3,0.976299841,0.516475661
MMAB,0.996202314,0.737492437
NRBF2,1.034082518,0.543635748
IL17RA,0.94436715,0.029686143
CCDC97,1.034435776,0.735839335
EDC3,1.029318611,0.637359284
DYNLL2,1.311244442,0.041981482
CPNE2,0.957410831,0.235343321
SIPA1,1.03141969,0.302830999
PGM2,0.999136857,0.725424865
MED8,1.101794001,0.030184139
DUS3L,0.993115923,0.301681159
LTV1,0.938806911,0.087940138
SDSL,1.069994264,0.03933215
MRPL48,1.191205562,0.132365068
PDXP,0.993510499,0.795910401
DCUN1D1,0.902734632,0.550699328
FAHD2A;FAHD2B,1.116862605,0.00922083
TOE1,0.959902757,0.56734764
MARS2,0.934471937,0.101913839
ATXN7L3B,0.942538388,0.384298653
APIP,1.074635798,0.086398401
SNF8,0.979716882,0.337873841
PDLIM5,0.984319403,0.697818127
ERO1L,0.984160482,0.479770454
C7orf55,0.96990287,0.502883537
DOCK6,1.007278125,0.954250922
CDKN2AIPNL,0.945522778,0.542309914
PGAM5,0.948746516,0.27035474
SGSM3,0.966111569,0.378921698
INTS4,1.025286588,0.725447834
DDRGK1,1.051713108,0.52284639
DHTKD1,0.988148009,0.853647779
PYURF,1.02959852,0.747888607
FUBP3,1.054234673,0.147323658
RBM17,1.002443694,0.606624095
WBSCR16,0.951029957,0.528778265
NARS2,0.955180021,0.431216207
SUCLG2,0.980770904,0.253481215
LRCH3,1.028899476,0.711786377
GMPPA,1.069163922,0.063727127
ABHD14B,1.024817791,0.639947996
USMG5,0.916221839,0.032613891
THOC3,0.986947824,0.554577755
EPSTI1,3.041731794,0.005476573
COG3,0.990236989,0.163145967
CDK5RAP3,1.003908942,0.85705056
VPS39,0.988596209,0.74350136
EAF1,1.098319555,0.010812746
VCPIP1,1.04383313,0.295945614
TMX3,0.897055832,0.007056779
DCAF5,1.039993683,0.360308307
CHAMP1,1.026102585,0.315667445
PDLIM2,1.062753098,0.029644247
FAR2,0.950685097,0.042735521
BTF3L4,0.967973016,0.050723118
SLC35E1,0.859544331,0.156755933
ZNF668,1.114388152,0.628019869
USP47,0.946740129,0.023456913
DNAJC1,1.069566992,0.319855518
EXOC2,1.003706632,0.805969387
CNDP2,1.17420603,0.054287665
ZFR,1.007201819,0.832977946
B3GALT6,0.871995945,0.809053294
EP400,1.011195101,0.92578532
SNX27,0.990404337,0.343754505
BMF,1.052749676,0.628591412
TRIM47,0.935838407,0.69964449
DHRS1,0.99531132,0.839437149
UBE2E2,0.995281904,0.865387912
C9orf89,0.996577617,0.781687778
RMDN2,0.958281985,0.325431152
PRRC1,1.056197406,0.035952589
NSMCE2,1.087066363,0.556165866
NDNL2,0.967620442,0.564232366
WDR92;DKFZp434B156,1.026421813,0.810240233
MBOAT7,0.991967277,0.85098171
DOCK7,0.794989629,0.310927464
SFXN2,0.996879191,0.844209481
ZMAT2,1.06982627,0.031089736
CCDC115,1.144027398,0.122486806
CLIC6,0.964364108,0.568881331
NSUN5,0.915769644,0.047706704
AGAP3,0.974702445,0.153042028
ARAP1,1.005824306,0.876912193
IPO9,0.968111219,0.022904593
INPP4A,0.962555659,0.51580444
RBM14,0.999935161,0.881886913
GBP4,1.886365529,0.00391762
QKI,1.108759122,0.002404805
LENG8,0.925117387,0.315698256
FMNL2,0.989609277,0.147199468
PUS7,1.024002154,0.839008886
TRNT1,0.926679662,0.009876591
PPP1R10,0.998242956,0.82508252
FYTTD1,1.132960953,0.317581609
SLC2A13,0.929152296,0.156909115
TEFM,1.147912388,0.106154856
MTMR9,0.913972653,0.716169877
PRAM1,0.865917843,0.014112732
VPS35,0.987521397,0.584925551
PURB,1.033065963,0.46844605
ACCS,1.015152715,0.894160844
XPO6,0.954217691,0.648168879
PANX1,1.069939136,0.221524447
NACC1,1.03493802,0.516499415
SNX18,1.027813063,0.350492215
UIMC1,0.840924467,0.215956783
MED15,0.974247053,0.586773103
GFM1,0.990415525,0.357673964
IL4I1,1.216729146,0.001900405
CAMKK2,0.944740802,0.537292124
TGS1,1.01323566,0.910915915
NUDCD1,1.002896792,0.812645489
ERBB2IP,1.026826273,0.464177106
TRIB1,0.750506009,0.025537759
C16orf13,0.99407236,0.858263039
TP53RK,0.934517161,0.158853789
PIGS,0.945839592,0.041317801
WRNIP1,0.899929169,0.364333196
RANBP9,1.020159244,0.565393729
UBL7,0.813187926,0.146606631
PPP1R9B,1.003407255,0.913615632
SRPK1,0.895102844,0.016554741
STRBP,1.010892153,0.956724927
TMEM209,1.078797026,0.343381182
GPX7,1.020887172,0.631559891
CYP2S1,1.009934236,0.955511699
IWS1,0.993483121,0.740857098
SIN3A,0.981156387,0.103559889
OSBPL9,0.982994631,0.140740953
ADO,0.961169759,0.641658987
CDK5RAP1,1.060657115,0.374200392
RSF1,1.072852253,0.207330573
RUFY1,1.003223538,0.73814412
SPEN,0.963870519,0.478577142
MMS19,0.928996008,0.100466829
FAM129B,0.988464954,0.260084101
YME1L1,1.040533377,0.725266842
RMDN3,1.029072491,0.597618922
TBCB,0.976056429,0.461156469
PSMB7,1.004967895,0.863392996
SEC62,1.020269064,0.838299121
CDC5L,1.005939328,0.905775038
PSMD1,1.024612667,0.508454848
SDF2,1.036626802,0.743949587
PFDN5,1.111958358,0.215158965
RNF2,0.947585948,0.606226294
PARK7,0.947515938,0.087423551
VAT1,0.985596495,0.577768246
PLIN2,1.131801017,0.000124722
DNAJC2,0.989967648,0.811786802
MPHOSPH8,0.998345904,0.8715467
NUP88,1.007508651,0.957168607
PIK3R4,1.015647531,0.794496407
P2RX7,1.015912728,0.827015418
POP1,0.847443244,0.470170589
TIMM17A,0.861948327,0.125063599
TSNAX;DISC1,1.048969687,0.087218442
SEPHS2,1.0214692,0.760668467
EIF3C;EIF3CL,0.984028153,0.818310653
TTC1,1.002813626,0.898542064
DNAJC7,1.114953952,0.057504872
C12orf57,1.072150617,0.449424752
PHB2,1.013180104,0.909264084
PRPF18,0.915818162,0.240077389
RAD9A,1.051129694,0.661650936
CHP1,1.095911622,0.136240499
KIF2C,0.82033553,0.126471755
LYST,0.956657089,0.004164804
DOK1,0.991216775,0.860705066
HSD17B10,1.063414397,0.275518653
SMAD5;SMAD1,0.89102471,0.324017774
SIGMAR1,1.046342702,0.606807811
NAP1L4,1.06307003,0.178723584
MGST2,1.178506094,0.070333288
NAPG,1.00316338,0.863305494
TXN2,1.081565647,0.139396797
GPA33,1.077651305,0.460410376
MIPEP,0.931276216,0.164280485
TM9SF2,1.299412106,0.010590166
CIB1,1.029568343,0.691660175
CPNE1,1.015145835,0.876174527
CCT7,1.040836407,0.304822947
MYD88,1.255184611,0.006194391
ARID3A,0.978732515,0.051267538
HIST1H2BL,1.022305003,0.833455986
AGPAT1,0.924698918,0.198710294
SH3GL1,1.068497944,0.343483187
TEP1,1.22872674,0.2018098
GDF15,1.228580212,0.002643081
NIPSNAP1,1.103717545,0.083925687
DHRS9,0.893347154,0.327447519
NCAPG,0.876059619,0.098942036
ARPC5L,1.037449857,0.29957252
PAIP2,0.973206064,0.401237177
MAPKAP1,0.961213658,0.27387856
DDX50,0.94075499,0.076619451
C19orf43,0.945333625,0.602918809
GRWD1,0.952615418,0.361378706
TCF25,0.960336638,0.02417818
ECSIT,1.004270545,0.914162687
WDR77,1.031129409,0.471268449
C17orf62,1.01548988,0.783360182
VKORC1,1.032939708,0.436960057
DPH2,1.046261322,0.483523914
MRPL57,1.008884273,0.996297685
MYBBP1A,0.931278056,0.034163624
NUDT12,1.02727266,0.472759135
FYCO1,0.991779996,0.523224877
CORO1B,1.009483184,0.96260601
TXNDC17,1.052961587,0.438625594
BUD13,1.019265555,0.353149781
CPPED1,1.09496364,0.354219645
VPS25,1.039080253,0.528295097
PDCD2L,1.15677978,0.490793872
WIBG,1.060953607,0.057038226
ADPGK,1.026886627,0.53178571
GPATCH1,0.924616594,0.148453966
ARHGAP9,0.923921622,0.366330192
RIOK1,1.013326735,0.910326021
UQCC2,1.128947048,0.06678908
LLPH,0.928666292,0.4463014
SIKE1,1.000544135,0.992445901
PELO,0.995710628,0.773663325
FAM213A,0.897313608,0.030887738
TRIM56,1.122643859,0.294865344
ERP44,1.088163179,0.055139446
NOL10,0.943591424,0.164640126
C19orf52,0.958825998,0.470664134
HDHD3,1.012853536,0.932869097
ESYT1,0.956128452,0.342870197
UBAC1,0.967780322,0.468114975
YIPF4,1.016811228,0.797090712
CHCHD5,0.950254067,0.128105869
CNPY3,0.964743328,0.388387827
MTG1,1.110156664,0.401826661
NDFIP1,1.055115086,0.448518537
COPS4,0.963484183,0.789227806
WAC,1.017401659,0.656519652
DIDO1,1.009203569,0.984280791
MCMBP,0.945368993,0.011437554
URM1,0.901026398,0.289844459
ANP32E,1.075444874,0.010415815
MED10,1.039585469,0.187367987
PI4K2A,1.026632674,0.525765411
TMEM43,0.964660264,0.30785307
NDC1,0.945702593,0.307042542
FUCA2,0.967901523,0.214454261
HGH1,1.022000683,0.637587659
DHRS4,1.00790665,0.981110579
LMF2,0.875577621,0.169841428
NDUFAF3,1.013700142,0.917768828
MMTAG2,0.883004816,0.003184781
DOHH,0.959930607,0.19704859
TMEM70,0.89517608,0.520359709
MED18,1.02884765,0.602374433
TUBB6,1.037857418,0.471636816
C9orf142,0.999979741,0.579959583
HNRNPUL1,1.090925358,0.059867126
RPP25,0.974846097,0.506351904
HTATIP2,1.154233491,0.003363851
DDX23,0.997541514,0.617943549
C1orf50,1.027906072,0.377739001
MRI1,0.962822934,0.542674626
ABHD6,0.918542296,0.33436333
VAMP8,1.041430122,0.369123388
THUMPD3,1.123862048,0.091936426
ADI1,1.239380163,0.039115508
CEP250,0.956804651,0.844482005
MECR,1.029071864,0.457644477
EMC6,0.988277902,0.728844419
NTMT1,1.063733958,0.250447765
KATNB1,0.870992305,0.216466589
C2orf49,1.030930447,0.592869173
TMEM109,0.95624918,0.437827187
PBDC1,1.007006298,0.960275336
NOC4L,0.954135654,0.10571733
UTP14A,1.010303384,0.947006429
DUSP23,1.061184952,0.191058066
TMED9,1.023670062,0.458190793
GGACT,1.132388181,0.125406486
GNL3,0.964362065,0.560721969
SPATA5L1,1.039740539,0.512314006
RIOK2,0.98142921,0.307989789
KIFC1,0.823764552,0.147520608
NUP85,0.942646756,0.550818706
ELOVL1,0.955389596,0.430211574
DDA1,1.031489812,0.815084297
HIGD2A,1.128997373,0.061221025
IFT27,1.042911512,0.10648142
CCDC94,1.032383833,0.660363524
NUDT9,1.055042812,0.190589534
TARS2,0.989492987,0.589963867
ACAT2,0.95308402,0.209887535
RBM4;RBM4B,0.956153692,0.00027474
FUNDC2,1.071101706,0.020807224
RPAP1,0.944013536,0.217569735
SF3B5,1.002278871,0.946126951
CHID1,1.003284414,0.806312069
PAPOLG,1.028117208,0.803456999
CDK19;CDK8,0.928382089,0.275697292
SSBP3,0.953245872,0.472119636
GTPBP2,1.162890822,0.033697801
LSM14B,0.965474863,0.211799156
TAPBPL,1.008040798,0.991417209
HINT2,1.069697594,0.085631597
CARD6,1.056828014,0.344974438
OSBPL11,0.938007209,0.252275213
NPL,1.1430328,0.075815966
BBC3,0.932098272,0.023034281
NAA15,0.912310127,0.210604965
BCL2L13,0.943155785,0.049706534
SLC12A9,0.896717527,0.005908553
SRRT,0.996010259,0.714005092
QTRT1,1.021005168,0.814332627
AP1M1,1.012921348,0.869127588
C14orf142,0.972043949,0.236913465
OSBPL1A,1.03729826,0.146917073
CECR5,1.026920136,0.486386437
EMILIN2,1.110549857,0.005602752
MAK16,1.130902002,0.127279216
ITPA,1.052325669,0.370121094
RTFDC1,1.076310143,0.25797265
CHMP4A,0.941239388,0.153208946
EIF2A,1.004981912,0.901348081
PECR,0.95147834,0.558458399
POLDIP3,0.932758858,0.166473522
FUT8,1.016680727,0.77567953
MRPL32,0.93859887,0.116362127
MRPL20,1.011159433,0.931179397
MRPL13,1.014038489,0.899850437
MRPL9,1.06740112,0.077163084
MRPL1,1.143380446,0.058545142
NIFK,0.961742482,0.330469156
YTHDF1,0.998734116,0.897567437
HELZ2,1.824656367,0.003653374
RBCK1,1.242694242,0.026114661
SRXN1,1.201448248,0.022058722
MRPS26,1.076188361,0.271336183
NLN,1.044027642,0.285986786
TBC1D2,1.0026469,0.937506635
IFIH1,2.03269636,0.000411811
WHSC1L1,0.968700141,0.580225051
MRPL37,0.942830058,0.086694801
GTPBP4,0.999973001,0.974483108
ASPSCR1,1.145526568,0.010473992
OSBPL8,1.02664342,0.459778235
WDR11,0.888959376,0.017709914
UPF3B,0.930807753,0.190904477
NACAP1,0.825598255,0.216860645
UBL5,1.216277005,0.035943044
PPP1R12C,1.042438138,0.633945149
EDEM3,0.981025665,0.383425753
FAM129A,0.973313375,0.273218048
UBXN6,1.100103499,0.066888584
SIGLEC1,1.88850886,0.000873172
DPY30,1.046908752,0.118852054
UNK,1.020930364,0.607064581
ZDHHC5,1.119646247,0.44007372
TNKS1BP1,0.84450607,0.515708243
UBE2O,0.996164144,0.77963898
ZYG11B,1.171424252,0.398077313
TANC1,1.091480491,0.547407448
XPO4,0.97030716,0.022150365
LNP,0.880611916,0.001939005
TTYH3,0.965146672,0.27053144
MTMR12,1.04026372,0.214636063
WDR33,0.931521185,0.327520662
WDR12,0.962414971,0.533633661
PITHD1,0.955675506,0.031914687
COMMD5,0.961189094,0.062432165
REXO4,0.923898137,0.102050589
POLR1E,1.003034952,0.898577041
WDR61,0.934705606,0.070766156
SLIRP,1.003543646,0.769024984
NIF3L1,0.951965578,0.373743237
EGLN1,0.924347596,0.108147047
FAM192A,0.949590319,0.367020705
LAT2,0.990224865,0.560116982
MFF,0.987369671,0.600103956
MTFR1L,1.007965178,0.97845702
TMEM126A,0.912648893,0.06465306
PAIP1,1.019232506,0.651761727
CLPB,1.007985524,0.956985345
LSG1,1.015003814,0.891277505
FAM107B,1.026041143,0.391166553
NAT10,0.984476101,0.290413755
KLC2,0.884139939,0.113747706
ILKAP;ILKAP3,1.014219746,0.886084362
XRN2,1.037409146,0.639602161
TOLLIP,1.073452261,0.237461004
SHARPIN,1.036445926,0.64416616
PARP12,1.492217997,0.008176076
CSTF2T,0.963287701,0.021624934
NT5C3A,1.368949959,0.048047466
FAM49A,0.867730605,0.289861271
HDHD2,1.053531145,0.286037228
GBP3,1.645238622,0.071612744
QRSL1,0.967567744,0.406650416
DDX47,0.995237223,0.629675647
RAB1B;RAB1C,1.049766465,0.034431598
MRPL18,1.002663198,0.823702211
LMAN2L,0.902189598,0.003770051
SMG9,0.972425312,0.830752937
DNTTIP1,1.000514277,0.980846828
SIL1,1.079862499,0.316177043
ANAPC1,0.976029487,0.374567071
IRF2BPL,1.087032541,0.012109418
UNC93B1,1.253452097,0.010189483
NUCKS1,0.959467239,0.826560853
TMX4,0.959710616,0.442136151
ASCC2,1.020358317,0.612184556
ISCU,0.964485273,0.213459349
SLC25A51;SLC25A52,0.812087242,0.307872529
ATG5,0.971849819,0.238617451
WDR13,1.067536969,0.386200306
EHD4,1.073802141,0.030720201
CARD9,1.018096728,0.587175958
VPS33B,1.023315155,0.685236187
VPS16,1.020816355,0.856910429
TRIOBP,1.00779281,0.972499913
SLK,1.031042518,0.421473157
PDCL3,0.949709994,0.020473599
MTIF3,1.021074799,0.742859136
TAOK3,1.084884636,0.145528382
RASSF4,1.026513428,0.554436132
RAB3GAP2,0.98791945,0.38648142
DPH5,0.865426566,0.20186624
DHX36,1.028722936,0.670077727
PPA2,0.973392572,0.411238605
MRPL46,1.102101252,0.268138026
PNN,1.004819254,0.982106213
TMEM245,0.995075435,0.76543808
TRIT1,0.954378455,0.160508322
C11orf68,0.968162235,0.913060712
GHITM,1.029679798,0.435396424
BOLA2;BOLA2B,0.982148469,0.442738068
TXNIP,1.083312787,0.032242557
TMX1,0.95977136,0.430595303
ACBD3,1.003651235,0.982331742
PTPN23,1.023681921,0.042635862
DNAJC5,0.985454898,0.967508834
CHMP4B,0.988190638,0.184878461
RWDD1,1.087816359,0.42916757
RBKS,1.059401226,0.473418343
FN3K,0.946200031,0.019168922
POFUT1,1.058350261,0.195990381
PIGU,0.921576438,0.094044953
TOR3A,0.927262584,0.103879432
RNPEP,0.992959633,0.46362164
GOLPH3,0.989098856,0.714381525
DEF6,1.022762644,0.469869209
GLIPR2,1.20217746,0.032433735
OSBPL3,1.003370671,0.955405076
SMARCAD1,0.994156586,0.754443508
EHD1,0.966029953,0.144217864
RGCC,1.16938538,0.204338722
PCIF1,1.18439769,0.083781476
ESF1,0.935388178,0.178892461
ALG2,1.01391761,0.848796279
HEATR1,0.918878821,0.108593783
RABEP2,1.013373338,0.917691358
TFB2M,0.930433525,0.162519477
CXorf56,1.041615845,0.416532041
FAM96A,1.02317662,0.213430086
CCDC134,1.101401206,0.392819734
CCDC86,0.896535236,0.285919609
C6orf106,1.045988481,0.320122441
OPA3,0.90362259,0.044579538
DHX33,1.063191445,0.652367625
NOL6,0.968545405,0.272404046
YTHDC2,0.989735794,0.681531835
RPAP3,0.991371926,0.679971505
NO66,1.188148164,0.009604336
WDR55,1.106631642,0.157330183
DCTPP1,0.850057674,0.576046523
DOCK5,1.037640047,0.251769284
TDRD3,1.042186332,0.019728672
C10orf54,0.928103363,0.972685169
SCAF1,1.046802495,0.501728872
PLEKHG2,1.018228144,0.819485687
ZNF703,0.943076135,0.602081267
NRDE2,1.014574487,0.888526537
PTGES2,0.995646553,0.746108121
TMEM206,1.021048458,0.702475044
PHAX,0.965780391,0.234859781
UBE2Z,1.126704874,2.96405E-05
ACAD9,0.97906125,0.603443833
NT5DC2,0.941056279,0.316089886
RMND5A,0.98605772,0.818423674
PRKRIP1,0.92393675,0.346284035
NOL11,0.930425531,0.092444385
SRD5A3,0.97457006,0.942499075
MOB1A;MOB1B,1.049735685,0.49170182
PLEKHF2,1.043838249,0.584275474
GORASP2,1.081516264,0.040943841
ZWILCH,0.983527269,0.630501922
HN1L,0.984024898,0.538228279
PSTPIP2,1.057206179,0.452950912
QTRTD1,0.938865912,0.108396362
ARMT1,1.017917933,0.512417879
CNOT10,1.021710659,0.631602813
LRRC40,0.969442783,0.078331875
SFXN1,0.964314403,0.049333614
ZNF408,0.69031719,0.072236199
VPS37B,0.97716984,0.244653293
MRPL44,1.04910617,0.399685335
ISG20L2,1.145469177,0.474027236
L2HGDH,0.973467474,0.170221302
COPS7B,0.93965653,0.018164918
ELP3,0.911165248,0.050012747
RPF1,0.92109012,0.023282113
POLR1B,0.987964279,0.725047604
FN3KRP,1.039798654,0.66461385
CARS2,1.001803289,0.93409588
PPCS,0.956116315,0.293626961
WDR41,0.98676231,0.397440918
SAP30L,1.017891419,0.80080078
SIAE,1.033712998,0.110428619
UPF2,0.968409126,0.200556712
GNB4,1.281129147,0.03486563
XPO5,0.967288972,0.024697821
GRPEL1,1.059938223,0.249841557
C12orf10,1.020272653,0.69419769
SCPEP1,0.890923803,0.095789465
CACYBP,1.06142081,0.10479609
RRAGC;RRAGD,0.886668758,0.27795999
RDH14,1.077034792,0.246497007
PARVG,0.929152702,0.038113031
PLGRKT,1.129226746,0.106087143
NMRAL1,0.972677234,0.332163372
SLC38A10,0.976618628,0.367960681
TMEM165,1.055142578,0.56895255
APOBEC3G,1.285505402,0.05786768
SLC25A19,0.975633592,0.399528272
CBX8,0.934954366,0.352695429
