Gene names,Ratio,P
CASP3,1.890406239,0.063798787
RUNX1,0.247767454,0.00073586
RUNX1,0.447989779,0.019847494
SRRM1,0.643776824,0.004888445
SRRM1,0.648148031,0.007146536
SRRM1,0.798992059,0.019912692
SRRM1,0.552596642,0.002417192
SRRM1,0.430311093,1.66643E-06
SRRM1,0.36110806,0.00102477
SRRM1,0.618766158,0.000682649
SRRM1,0.699462222,0.011654307
SRRM1,0.735845834,0.003900511
SRRM1,0.355631072,5.32245E-05
SRRM1,0.355631072,5.32245E-05
SRRM1,0.268449046,0.000272848
SRRM1,0.950429745,0.279131049
SRRM1,0.509763775,0.001039072
SRRM1,0.509763775,0.001039072
SRRM1,0.538109423,6.66137E-05
SRRM1,1.948452914,0.001065009
SRRM1,1.640211893,7.87083E-05
SRRM1,1.272221216,0.021138731
SRRM1,1.289174934,0.018537012
SRRM1,0.673932662,0.003557753
SRRM1,0.82385648,0.03118516
SRRM1,0.7689675,0.008615444
SRRM1,1.241728114,0.033123323
SRRM1,1.025447144,0.64460062
SRRM1,1.029465704,0.596491919
SRRM1,1.113152919,0.106369157
SRRM1,0.593932872,0.000631416
SRRM1,0.881476088,0.15336948
SRRM1,0.688739771,0.006211595
SRRM1,0.691811288,0.005738503
SRRM1,0.570769191,0.000406349
SRRM1,0.594955627,0.000672219
SRRM1,0.808489719,0.053752512
SRRM1,0.839819756,0.033436009
SRRM1,0.468682541,2.93177E-05
SRRM1,0.475696638,3.44624E-05
SRRM1,0.560391217,1.98736E-05
SRRM1,0.358483361,4.92105E-05
SRRM1,0.281166234,4.04384E-05
SRRM1,0.319495852,3.84754E-05
SRRM1,0.979183757,0.732789464
SRRM1,0.919871159,0.254489833
SRRM1,0.919133633,0.253530726
SRRM1,0.26722592,3.93839E-05
SRRM1,0.705086448,0.005758793
SRRM1,0.71522581,0.013167651
SRRM1,0.705400577,0.005535794
SRRM1,0.749583776,0.00019518
KIAA0930,0.573657924,0.146480592
KIAA0930,0.111623388,0.024602153
KIAA0930,0.629430242,0.083605399
KIAA0930,2.314547815,0.003403905
EIF3D,0.184281485,0.004569786
TFEB,0.458133863,0.001431303
TFEB,0.458133863,0.001431303
TFEB,0.458133863,0.001431303
EIF4ENIF1,0.179359927,7.39154E-05
XRCC6,0.803922496,0.170654572
STX12,0.974164532,0.673828271
PEA15,1.562191128,0.000947205
NMNAT1,1.334800076,0.059262826
RPS6KA3,1.394992725,0.004442369
RPS6KA3,1.642418773,0.015198147
FAF1,0.488296719,0.016104904
FNTA,1.030302818,0.979139685
PTGES3,0.559194981,0.000707974
PTGES3,0.581026331,0.000142869
PTGES3,0.661614184,0.031699209
PTGES3,0.562717641,0.008537447
DBNL,2.94258767,0.000157807
DBNL,0.340897051,0.002264905
MGMT,0.251060731,9.16531E-05
ACSS2,0.93546269,0.436367276
RABEP2,2.426856373,0.006438216
RABEP2,2.426856373,0.006438216
SCML2,0.957532403,0.784191162
SCML2,0.957532403,0.784191162
PHF11,0.17471001,0.002171211
CCT3,4.104396252,0.003009893
BAIAP2,2.058495551,0.001263314
BAIAP2,1.258379718,0.007137438
BAIAP2,1.366010134,0.004314223
FXR1,0.756444222,0.204790642
FXR1,0.756444222,0.204790642
HNRNPC,0.936441743,0.681688482
STK26,2.272163966,0.000749007
STK26,1.325662402,0.030873386
STK26,1.385814676,0.021979164
STK26,1.366048182,0.024270044
CTPS1,0.418628244,0.000595864
CTPS1,0.676253119,0.005295343
CTPS1,0.387979872,8.3215E-05
CTPS1,0.49966613,0.002558032
CTPS1,0.526535996,0.000410644
CTPS1,1.454066769,0.006813615
CTPS1,2.852584865,0.000129296
RIOK3,1.444802767,0.004037262
RIOK3,1.457255062,0.004483725
RIOK3,1.457255062,0.004483725
EML4,0.658158665,0.032819288
EML4,0.60588629,0.014200136
PPP1R7,0.926833397,0.311398037
PPP1R7,0.252168588,0.019174883
PPP1R7,0.252652424,0.019415928
BZW2,1.094355063,0.440032049
BZW2,1.094355063,0.440032049
2-Sep,1.9272902,3.24081E-05
EIF3C;EIF3CL,0.217727422,0.000699857
EIF3C;EIF3CL,1.110725339,0.23044277
EIF3C;EIF3CL,4.42858508,0.000267942
PPHLN1,2.363897589,0.003309225
PPHLN1,0.718594951,0.052686432
PPHLN1,1.559480081,0.00340203
KATNA1,0.608502346,0.014119842
RCSD1,1.27500051,0.009170286
RCSD1,1.298393542,0.010386853
RCSD1,1.582754787,0.002121382
RCSD1,1.995552857,5.53412E-05
RCSD1,2.652357102,0.002042047
RCSD1,0.894878063,0.217665015
RCSD1,0.82122013,0.06603313
RCSD1,1.339643202,0.009321627
RCSD1,1.888447046,0.004248911
FNBP1,0.569791418,0.003736607
FNBP1,0.307097891,0.004443247
SRGAP2,3.094283875,3.20607E-05
AFTPH,0.909672783,0.546982335
SUMO1,1.142322557,0.008706451
PTMA,1.5950754,0.128862161
PTMA,2.984531501,0.025562673
AGFG1,0.124930337,0.004237375
USP39,0.289413306,0.011590218
SMC4,1.563648833,0.00496582
SMC4,1.342067194,0.012721481
SMC4,0.73253022,0.015974888
SMC4,0.776701983,0.042613588
PPP4R2,0.718690492,0.001594999
TRIM22,0.153895685,0.000313251
RNF20,0.970997583,0.548228847
RNF20,1.091529921,0.149839627
ZC3HC1,1.026779667,0.853507541
ZC3HC1,0.229295598,0.000459978
ZC3HC1,0.308337705,0.000604079
ZC3HC1,0.308337705,0.000604079
ZC3HC1,1.523747088,0.025960749
ZC3HC1,1.651067855,0.005625465
ZC3HC1,2.599361571,0.000425089
ZC3HC1,1.619293229,0.010055641
ZC3HC1,2.566592518,0.002164492
ZC3HC1,0.80276819,0.038911157
NCAPH,0.245875485,0.00907414
PDLIM4,0.690328201,0.003227371
PDLIM4,1.52461818,0.003410947
PDLIM4,0.55234495,0.02834025
NAP1L4,0.65018683,0.044985567
ZC3HAV1,0.70933324,0.018515329
ZC3HAV1,0.390210576,0.002991264
ZC3HAV1,0.549180282,0.00046903
LAT2,2.143041319,0.003847339
LAT2,2.60781527,0.000822205
LAT2,3.864566335,0.000106444
UBXN7,3.090172939,0.001124643
UBXN7,2.571832849,0.000229118
ATG16L1,1.780050986,0.004384786
ARHGAP25,2.643420067,0.000207168
ARHGAP25,1.551401186,0.036759522
SSR1,0.299288922,0.010376088
NRBP1,0.876026321,0.304226511
STX4,2.42933975,0.005491173
GATAD2A,0.814020278,0.005517324
GATAD2A,0.782083709,0.001545261
GATAD2A,0.542990058,2.67325E-05
TBC1D1,1.15065435,0.148471157
TBC1D1,1.024201393,0.725878243
OXSR1,0.649236801,0.011999429
SATB2,0.13940629,0.018740886
SATB2,2.270208773,0.010065003
ZKSCAN1,0.637134492,0.013921156
CHCHD3,0.429376116,0.011904315
PDLIM2,1.055404074,0.450571169
PDLIM2,0.30351309,8.0993E-05
PDLIM2,0.917492237,0.762027882
PDLIM2,1.458592588,0.027452978
PDLIM2,1.458592588,0.027452978
PDLIM2,0.244237484,2.59282E-05
PDLIM2,0.515949241,0.000840184
PDLIM2,0.124173815,0.003928068
PDLIM2,2.160870206,0.003528842
PDLIM2,0.295565728,1.88988E-05
LRRFIP2,1.04607583,0.76053488
SSH3,0.563502554,0.003221903
SSH3,0.977444342,0.933350001
FOXJ3,0.593883158,0.005081895
EEF1B2,0.444700754,0.000173734
RPRC1;MAP7D1,0.76118965,0.076247728
RPRC1;MAP7D1,0.767828474,0.014936427
RPRC1;MAP7D1,0.767828474,0.014936427
RPRC1;MAP7D1,0.121236894,0.000237157
EIF4G2,0.166568623,0.004311063
SPP1,0.44446217,0.002447314
SPP1,0.394847309,0.00635351
SPP1,0.412851481,0.002962866
SPP1,0.464934238,0.003484257
SPP1,0.869704325,0.306225545
SPP1,0.337129725,0.001164473
SPP1,0.258559635,3.80433E-05
SPP1,0.273998525,4.57435E-05
SPP1,0.282686566,3.42783E-05
SPP1,0.605188557,0.042770135
SPP1,0.605188557,0.042770135
SPP1,0.309397863,0.003132091
SPP1,0.309397863,0.003132091
CDK7,0.613091591,0.038700695
HNRNPAB,0.418731354,0.000174457
HNRNPH1;HNRNPH2,0.855603549,0.000232515
FBXO4,0.485583968,0.122899146
DOK3,1.365335234,0.027407176
SMARCAD1,0.275541616,0.041001159
SMARCAD1,0.373744109,0.078484334
SMARCAD1,0.585756264,0.251414193
DCK,3.734597609,0.001452453
DCK,1.353831825,0.025077654
SEC31A,0.854695761,0.168752921
ERICH1,1.111575043,0.57809263
SORBS3,0.689850604,0.382195763
PSD3,1.514214057,0.000115604
MTDH,5.72192673,8.73936E-06
MTDH,0.626419101,0.002433506
MTDH,0.513047622,0.020868844
MRC2,0.740556765,0.009788274
MRC2,0.838751373,0.02188342
LSP1,0.725525455,0.012308804
LSP1,0.901071175,0.127047136
LSP1,1.162382128,0.00451566
LSP1,1.260164392,0.000827391
LSP1,0.800667943,0.011118948
UBR5,1.740594305,0.009317183
C12orf43,0.939806555,0.646055849
C12orf43,0.074340246,0.024519307
TRIO,1.462825894,0.092586826
PRRC2C,0.173540115,0.010725717
PRRC2C,1.423129754,0.119866639
PRRC2C,1.647583617,0.053755474
PRRC2C,1.401229687,0.013370771
PRRC2C,0.841134815,0.035704716
PRRC2C,0.853240761,0.021141672
PRRC2C,1.092197025,0.222821533
PRRC2C,1.133287016,0.246977048
STAU2,0.826470295,0.084497817
TANK,3.646609261,0.000137733
TANK,3.646609261,0.000137733
DYNC1I2,0.928619061,0.639158604
ARHGAP4,1.12375805,0.520076455
ARHGAP4,0.06404518,0.023940644
ACIN1,5.241964045,1.4632E-05
ACIN1,5.241964045,1.4632E-05
ACIN1,0.755471896,0.029695119
ACIN1,0.600296691,0.036914514
ACIN1,0.446303462,0.000175962
ACIN1,0.446303462,0.000175962
ACIN1,1.014560725,0.963620174
ACIN1,1.184827276,0.428432073
ACIN1,0.386049993,0.000120199
ACIN1,0.262149367,7.51659E-05
ACIN1,0.293647352,8.18677E-05
ACIN1,0.293647352,8.18677E-05
ACIN1,1.125660782,0.25594719
ACIN1,0.974646205,0.776725761
ACIN1,1.095447392,0.036699505
ZC3H18,0.088514105,0.027603643
ZC3H18,1.108524679,0.076151378
ZC3H18,0.766861766,0.036551341
ZC3H18,1.037797033,0.796096816
ZC3H18,1.224443321,0.051709389
ZC3H18,1.061787907,0.627709829
ZC3H18,0.864406938,0.067823063
ZC3H18,0.915716135,0.114888393
ZC3H18,0.443377128,0.006338641
ZC3H18,0.273575859,0.000710842
ZC3H18,0.384430765,0.005644631
ZC3H18,1.034757342,0.576872007
ZC3H18,2.031583879,0.000544501
PSEN1,1.226581974,0.295571171
PSEN1,1.226581974,0.295571171
FAM21A,0.957793981,0.848052653
CLSPN,0.077230342,0.024072474
MTA1,0.468806512,0.000353256
U2SURP,0.454782587,0.001079968
U2SURP,0.322855712,0.012026812
U2SURP,0.322855712,0.012026812
DTX2,0.838921,0.180068522
SSFA2,0.697970513,0.018448205
SSFA2,0.697970513,0.018448205
SLBP,0.827733277,0.13464354
SLBP,0.138987271,1.53449E-05
SLC8A1,1.151635278,0.057153203
MAP4,1.750925717,0.020796829
MAP4,4.38755078,0.000112961
MAP4,1.78518858,0.014428375
MAP4,1.78518858,0.014428375
MAP4,0.073610673,0.003969841
HCLS1,2.20597213,0.000283865
NCOA2,0.846932323,0.184312971
NCOA2,0.261691352,0.000212706
EIF4B,1.703226003,0.000249628
EIF4B,1.844820659,0.000273543
EIF4B,0.839397909,0.038869444
EIF4B,0.816800646,0.189800032
EIF4B,0.698476987,0.060987229
EIF4B,3.883311097,0.000143135
EIF4B,1.534666512,0.034171575
NEK4,1.093808218,0.37878139
DENND4B,0.291894145,3.1196E-05
DENND4B,0.216312332,7.1098E-06
DENND4B,0.876579307,0.327953084
ILKAP2;ILKAP;ILKAP3,1.442135624,0.033179821
LIMK1,0.303506304,0.002925462
ATP11A,0.291164001,0.000857446
KIAA0226,0.606302906,0.010937101
ROCK2,7.162039049,7.33216E-05
ROCK2,1.57546035,0.044572754
PARP8,0.42527572,0.001605685
PARP8,1.456159029,0.115435362
NOP14,0.472870514,0.000192359
RBM6,1.18386159,0.338691079
RBM6,1.18386159,0.338691079
RBM6,0.380080846,0.034456379
RBM6,0.527146523,0.010098307
RPS6KA1,2.542354128,0.000720335
POLR3C,0.040087467,0.020732683
POLR3C,0.070272645,0.008681106
DYNC1LI1,0.877508713,0.334133297
DYNC1LI1,0.1278476,0.006414219
EPB41L2,1.338321475,0.006133384
EPB41L2,1.338321475,0.006133384
EPB41L2,0.751787026,0.001532901
MUS81,0.242709904,0.004257742
ECHDC1,0.655732562,0.003346814
CLNS1A,0.689694672,0.012742642
RPS6KA4,1.856074007,0.000124765
RPS6KA4,1.856074007,0.000124765
RPS6KA4,0.170184523,0.037505878
EI24,0.253140745,0.001136018
PARP10,2.455195316,0.003257291
HSPA8,0.160571126,0.000189645
PPP6R3,0.964349283,0.476384772
CSTF3,0.046837312,0.003889289
TYK2,4.456287077,0.009685504
C11orf58;SMAP,1.476910571,6.69135E-05
REPS1,2.529090041,0.001315533
REPS1,1.385851115,0.020508857
REPS1,3.071091525,0.000485689
REPS1,12.51268696,4.23745E-05
REPS1,12.51268696,4.23745E-05
REPS1,2.060844057,0.002121442
REPS1,0.288795018,0.000369036
REPS1,0.360151628,0.000512844
REPS1,0.257617475,0.014995331
REPS1,0.652358285,0.025237788
REPS1,0.835692826,0.095338603
REPS1,0.835692826,0.095338603
REPS1,0.883845526,0.236904825
HSF1,0.392286496,0.000560616
HSF1,0.564282037,0.003444643
HSF1,0.499162365,0.001198816
TMEM63B,1.364770674,0.008695624
TMEM63B,1.614695241,0.027239724
TMEM63B,1.271754026,0.036838384
TMEM63B,1.274259863,0.03391876
STIM1,1.009431211,0.858254274
STIM1,1.383855282,0.251695494
STIM1,0.777563247,0.090077189
STIM1,0.643421114,0.090285162
STIM1,0.481646948,0.0050032
STIM1,0.523827708,0.15646492
RIN1,0.389952896,0.000430215
RIN1,0.389952896,0.000430215
CFL1,1.582978018,0.015311431
CFL1,0.500136012,7.74813E-05
SF3B2,0.333949675,0.044765073
SF3B2,0.412929819,0.035095155
SF3B2,0.412929819,0.035095155
SF3B2,1.667789449,0.000403865
SF3B2,1.358763014,0.015171693
RRP8,1.179998921,0.294183551
RRP8,1.179998921,0.294183551
RRP8,0.636036047,0.00016862
PCF11,0.636269416,0.177623476
PCF11,0.636269416,0.177623476
PCF11,0.90692759,0.8897196
RPS2,3.373940221,0.006609454
PUM1,0.934015659,0.515793631
DNTTIP1,0.414445284,0.00214723
NCBP1,1.371368548,0.25413283
DNAJC2,0.63543646,0.001027203
DNAJC2,0.634440988,0.002338131
BCL7B,0.646977659,0.008251429
BCL7B,0.683624284,0.062325818
WNK1,0.853805448,0.058157134
WNK1;WNK4;WNK2,0.618044112,0.011671981
WNK1,0.967981253,0.763404272
WNK1,1.361022433,0.036528053
BCKDHA,0.561374598,0.002812083
MEFV,1.350288345,0.101453964
MEFV,1.350288345,0.101453964
GPHN,0.993766104,0.985695738
GPHN,0.993766104,0.985695738
CPSF7,0.614123976,0.013806322
NOL8,0.473250458,0.005439615
NOL8,0.718240338,0.030499922
NOL8,1.120997658,0.277336437
NOL8,0.606496913,0.006514157
CLIP1,1.415024893,0.038514003
CLIP1,1.793769351,0.001947221
CLIP1,1.541523987,0.004155652
SAP30BP,1.03804875,0.746871816
SAP30BP,1.03804875,0.746871816
MAP3K4,0.725012866,0.005617655
MAP3K4,0.731589782,0.26063657
MAP3K4,0.731589782,0.26063657
STK4,0.705632229,0.000530116
DHX8,0.594044717,0.009604739
RPS6KC1,0.858401182,0.237518206
RPS6KC1,0.858401182,0.237518206
NRD1,1.494942577,0.000924486
DSTN,1.698924954,0.12604541
SIPA1,1.700805143,0.00043279
SIPA1,1.261456979,0.009297131
SIPA1,0.790196547,0.003852278
SIPA1,1.372093597,0.019721009
ST13;ST13P4,0.478429231,0.000497388
ST13;ST13P4,0.463518583,0.000406375
ST13;ST13P4,0.463518583,0.000406375
CAD,0.604592881,0.004746798
LIMA1,2.246211711,0.00151012
LIMA1,1.860344608,0.008900025
PA2G4,1.395649901,0.106910339
KIAA0430,0.451604529,0.002220709
KIAA0430,0.451604529,0.002220709
AGAP2,0.804451472,0.10307759
AGAP2,1.42124805,0.027220891
PACS2,0.111707453,0.003416659
RPLP0;RPLP0P6,1.170877766,0.044822491
RPLP0;RPLP0P6,1.170510429,0.044977785
SMARCC2,1.313413391,0.002576591
SMARCC2,1.220314919,0.007068119
SMARCC2,1.220314919,0.007068119
SMARCC2,2.466788647,0.000113495
SMARCC2,0.859076315,0.319664985
GIT2,0.510403498,0.002775292
GIT2,0.510403498,0.002775292
AAAS,1.206344203,0.042334042
SARNP,1.286001216,0.023325313
SARNP,1.286001216,0.023325313
SARNP,1.286001216,0.023325313
UBAP2L,0.104013143,0.023516403
UBAP2L,0.339834848,0.004973267
GOLIM4,0.166783636,0.004224891
MRE11A,0.742785088,0.00564897
MRE11A,0.754195575,0.015322822
IGF2BP2,1.540424914,0.0030875
IGF2BP2,1.706833622,0.000671444
GAPVD1,1.658271415,0.122567061
GAPVD1,1.061690853,0.762538718
GAPVD1,0.768409253,0.157172965
GAPVD1,1.300468465,0.005165954
CLASP1,0.039292752,0.04265988
CLASP1,0.784673974,0.134658944
CLASP1,1.338649731,0.043775191
CLASP1,0.305187556,0.002829265
CLASP1,1.125179166,0.21609599
CLASP1,1.125179166,0.21609599
EIF2A,1.101742219,0.050175181
NDRG3,2.944263663,0.000187842
NDRG3,1.167695553,0.292659557
BYSL,1.347713759,0.058770742
HS1BP3,1.521360589,0.04950352
MYO5A,1.703737353,0.024821906
DNMT3A,1.218441993,0.130550818
CPSF6,3.799944142,0.000320536
CCAR2,0.374751737,0.020378359
CCAR2,1.077785651,0.067546212
CCAR2,1.042346332,0.212024376
CCAR2,0.800197412,0.046318557
CCAR2,0.607349875,0.020947189
API5,0.218312516,0.002472594
SNW1,1.104640291,0.028379471
SNW1,1.099201393,0.053445836
NUMB,0.251489073,0.003680761
NGDN,0.679689281,0.009736953
NGDN,0.679689281,0.009736953
MIA2,1.345032428,0.047340475
MIA2,1.075337536,0.239035748
MIA2,1.075337536,0.239035748
MIA2,1.330690039,0.009094947
MIA2,1.330690039,0.009094947
CCNK,0.45359792,0.003892441
CCNK,0.433153248,0.000113926
CCNK,0.404773548,6.51148E-05
NEMF,0.432667174,0.002187459
NEMF,0.432667174,0.002187459
RBM39,0.643967101,0.027177993
RBM39,0.297278217,0.000322755
RBM39,0.268774626,0.00082689
PAPOLA,0.253875583,0.004234932
RFTN1,1.107402335,0.279962337
RFTN1,1.600580788,0.000273922
RFTN1,2.079998258,0.016345949
RFTN1,1.292239761,0.110191005
CTNNA1,0.879235655,0.242294802
MTMR3,0.735186223,0.042486174
TMPO,0.324735458,0.001585166
TMPO,0.269145076,0.006638025
TMPO,0.609612869,0.001875754
TMPO,0.533997696,0.003089756
TMPO,0.823169732,0.025260583
SP110,1.065838392,0.243238686
MAP2K2,5.595209722,0.000821976
MAP2K2,5.595209722,0.000821976
TTC7A,1.289310965,0.015586772
CD44,0.425641571,0.005769775
CD44,0.619391171,0.010571275
CEP170,1.213953421,0.136812685
CEP170,1.213953421,0.136812685
CEP170,1.019168129,0.669297108
CEP170,1.271697804,0.030517208
CEP170,0.236459384,0.003461723
CEP170,0.918696223,0.691746998
CEP170;PLIN5,2.410080604,0.000115671
CEP170,1.097706374,0.176298056
CEP170,11.69194086,0.000980059
CEP170,2.637418835,0.000188919
CEP170;CEP170P1,0.903466148,0.054628366
CEP170,0.260664395,1.11639E-05
CEP170,0.481916316,0.006318327
CEP170,0.420545446,0.033677364
CEP170,3.702357811,6.60688E-06
ZYX,0.268912655,0.007902786
ZYX,0.606953609,0.001060585
ZYX,0.482091966,0.005127764
STXBP5,0.278565648,0.006844043
STXBP5,0.712678891,0.013718584
STXBP5,0.712678891,0.013718584
PHF8,0.493831131,0.001219739
YBX1,0.615913291,0.001123646
YBX1,0.728473911,0.016577264
YBX1,0.796258092,0.005322615
YBX1,1.793808524,0.062867964
NCOR1,0.557150937,0.004966525
NCOR1,0.557150937,0.004966525
NF1,1.155630806,0.488591852
SIK3,0.977933361,0.801545327
TMEM201,0.579302632,0.022192288
PSMF1,0.568202444,0.003775592
RAD23B,3.336872443,2.26851E-05
DBNL,0.103393541,0.007725452
GSE1,0.315662746,0.00034461
GSE1,0.315662746,0.00034461
RASAL2,1.314643608,0.56547028
RBM17,0.607020917,0.017562698
CCDC132,1.033241886,0.775155575
CCDC132,1.05310142,0.71557011
AGAP3,1.046208167,0.356893226
CENPC,1.061785996,0.31775683
CENPC,1.061785996,0.31775683
SH3BP2,3.305677533,8.08829E-05
SORBS3,3.125349944,0.009350376
SORBS3,1.102184544,0.423952882
SORBS3,0.876884304,0.582426192
BAG4,0.1172577,0.008159296
INTS10,1.29787318,0.262906454
CTTN,2.393136949,0.000169835
RPLP2;RPLP1,0.944544134,0.325886105
RPLP2;RPLP1,0.948590667,0.348253672
EIF3F,0.964746236,0.457081604
PREX1,0.908238503,0.281165435
PREX1,0.725689448,0.019009855
CWF19L2,0.325302158,0.003378241
RIC8A,1.058443164,0.805669684
RIC8A,1.058443164,0.805669684
RIC8A,1.195794672,0.296297764
RIC8A,1.171624002,0.049320474
RIPK3,1.059333151,0.403994371
RIPK3,0.244550735,0.002596707
TLE3,0.948649959,0.51089182
TLE3,0.773997496,0.018215939
TLE3,1.080771718,0.286885581
TLE3,0.709997295,0.09323833
TLE3,0.709997295,0.09323833
RMDN3,1.750286513,0.000314468
RMDN3,1.617333289,9.4332E-06
DUT,0.136315893,0.001912415
TPRN,2.233511017,0.008363379
SRPK1,0.738689725,0.000373887
SNAP23,1.255929672,0.037281034
USP7,0.874620504,0.203257453
RNPS1,0.654373817,0.238839768
RNPS1,0.143795756,0.011356761
RNPS1,0.143795756,0.011356761
NFKBIE,1.964312858,0.003970859
CARHSP1,0.558218165,0.004982895
CARHSP1,0.55138073,0.004776463
CARHSP1,1.649214071,0.001619151
CARHSP1,1.351952942,0.060202003
THUMPD1,1.033915654,0.591935837
THUMPD1,1.057709707,0.376651702
MVD,2.282301141,0.001012141
EDC3,0.955031606,0.763581596
EDC3,0.496638308,0.000988733
HACD3,0.792274047,0.072408897
ALDOA,3.381147516,0.000310312
HNRNPUL2-BSCL2;HNRNPUL2,0.340127393,0.034653512
HNRNPUL2-BSCL2;HNRNPUL2,0.340127393,0.034653512
HNRNPUL2-BSCL2;HNRNPUL2,0.296673602,0.013061982
HNRNPUL2-BSCL2;HNRNPUL2,1.05263549,0.331595301
HNRNPUL2-BSCL2;HNRNPUL2,1.157917294,0.351955833
ZFYVE19,1.063869133,0.601371257
ZNF768,0.559339282,0.004069727
ZNF768,0.559339282,0.004069727
ZNF768,0.757208762,0.098691166
STUB1,0.867369769,0.12738821
IRF8,0.243964798,0.006356126
IRF8,0.267231806,0.005677475
PML,0.632390674,0.03285086
PML,0.397291777,0.00179356
PML,0.564892332,0.014886827
PML,0.638093691,0.030300916
PML,0.561720045,0.013983031
PML,1.443441404,0.037166236
PML,4.803023498,0.003763323
CHD9,1.136818515,0.644520399
CHD9,1.136818515,0.644520399
ATXN2L,1.572089737,0.001471001
ATXN2L,0.413916888,0.001014825
ATXN2L,2.357124314,0.002778138
ATXN2L,1.758684711,0.000337505
ATXN2L,1.596094492,0.011830522
ARMCX3,0.80979454,0.248765011
ARMCX3,0.687211014,0.10689616
NUP93,0.65078416,0.015623344
SP140L,0.669923228,0.012166517
CSNK1D,1.656172588,0.014984776
CSNK1D,1.656172588,0.014984776
THOC5,2.192566319,0.002692229
THOC5,2.192566319,0.002692229
ELMO1,1.557626158,0.02951675
BRD8,1.476610028,0.038357216
RAF1;ARAF,0.784113941,0.031027011
RAF1;ARAF,0.920683721,0.98771705
RALGAPA2,1.083839316,0.48504195
RALGAPA2,1.083839316,0.48504195
RALGAPA2,1.449616492,0.002607129
UHRF1BP1,0.587219906,0.004259452
UHRF1BP1,0.587219906,0.004259452
UHRF1BP1,0.587219906,0.004259452
UHRF1BP1,1.237906334,0.046367782
UHRF1BP1,1.294481737,0.027395001
TLE4,1.256256526,0.18653103
TLE4,0.885132398,0.286901773
TLE4,0.895032189,0.270211678
TLE4,1.367398322,2.32362E-05
TLE4,1.765134781,0.0427719
TLE4,1.765134781,0.0427719
DHX34,0.970917956,0.888484073
DHX34,0.970917956,0.888484073
PTPN7,2.217406131,0.000993209
SRPK2,1.031304078,0.757078898
SRPK2,1.031304078,0.757078898
ARID4B,1.105937449,0.062436887
ARID4B,0.800770878,0.023349141
ATP2A2,1.564240018,0.066772872
GCOM1;POLR2M,0.335068813,0.002938812
TNRC18,1.30255074,0.226478447
GIGYF2,0.95890164,0.83151276
GIGYF2,0.975278056,0.817705281
GIGYF2,0.611567273,0.019526667
CCDC137,0.093934058,4.35242E-05
CEP131,2.366659322,4.96666E-05
NDE1,0.598314315,0.015311956
EIF4A3,0.332218879,0.013026434
RPTOR,0.80777519,0.010024333
RPTOR,0.782061631,0.007196589
RABEP1,0.756331635,0.007103107
VPS4A,0.14635148,0.017481353
VPS4A,0.142075251,0.010863661
VPS4A,0.137139974,0.009084406
ACTG1;POTEF;POTEE;POTEI;POTEKP;POTEJ;ACTB,1.843666158,0.025951107
ABR,1.959033807,0.300486461
ABR,0.453980723,0.012786411
DPF2,0.982743804,0.913948984
BRAP,0.974702714,0.830430939
PHACTR2,1.632908851,0.00567633
PHACTR2,0.1868706,0.00729347
FBXO6,1.695574269,0.004805913
BABAM1,0.844521395,0.111392357
BABAM1,1.393408054,0.030238049
BABAM1,1.393408054,0.030238049
BABAM1,0.361690996,0.062644466
TAF6,0.832732213,0.047012082
ARHGDIA,3.524158112,0.000137089
MBP,0.332636945,0.016281798
MBP,0.336932885,0.000106682
HN1,0.340114442,0.000577401
SRSF1,0.616639115,0.010108098
SRSF1,0.708748047,0.00405111
SRSF1,0.309144279,1.80661E-06
SRSF1,0.324832133,0.000375924
SRSF1;TRA2B;TRA2A;SRRM1,0.14313268,0.007099615
SRSF1,0.487239675,4.22027E-05
SRSF1,0.133628766,0.001818472
CCR7,6.414688752,0.039537487
CCR7,1.138981772,0.300332597
CCR7,1.038965398,0.534972543
CCR7,1.079225586,0.252364648
CCR7,0.495479368,0.092004547
PIK3R5,0.844810797,0.182221378
FBXL20,1.127315468,0.561018931
CBFB,2.372042583,0.000816344
CHERP,0.863259539,0.04808019
CHERP,0.840631819,0.023518871
CD300A,2.124697045,0.001499607
SUZ12,1.07471079,0.317418469
SUZ12,1.009219671,0.862124014
YTHDC1,0.19731271,0.005216915
YTHDC1,0.152952523,0.001352041
YTHDC1,0.366117952,0.003931443
HELZ,1.939305613,0.00243648
RSL1D1,0.162480336,0.002778435
RSL1D1,1.134625495,0.313733679
PRKAR1A,1.143463706,0.048245351
NARS,0.79565773,0.31640745
9-Sep,5.054862607,0.003271116
9-Sep,1.002992014,0.932100413
VPS4B,1.030842208,0.928049684
VPS4B,1.503864669,0.219332731
MAPRE2,0.145633037,0.021106368
CDC37,6.593601221,0.001087351
PPP1R12C,0.628381477,0.043114982
SYNGR2,4.624163183,0.000104766
ATF7,1.122208674,0.321206693
SRP68,0.640842324,0.178225018
CACTIN,0.210503053,0.003067161
FARSA,1.071879592,0.717286446
FAM134C,0.790791249,0.019879308
FAM134C,0.786591211,0.014962851
FAM134C,0.714138427,3.05628E-05
FAM134C,0.866905832,0.013429789
MATK,0.787195842,0.102448693
NFATC1,0.560202377,0.028851701
ICAM3,3.254213089,0.000504305
TYROBP,1.32466752,0.001208853
GTF2F1,0.453430786,0.000731927
ZFP36,13.79199562,2.03926E-05
GRAMD1A,0.533414641,0.000313988
GRAMD1A,0.331075815,0.002628597
